"YEAR","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES"
2024,"WA","All Regions","17-25","speed_fines","Fixed and mobile camera",468,0,0
2024,"WA","All Regions","17-25","speed_fines","Fixed and mobile camera",5101,0,0
2024,"WA","All Regions","17-25","speed_fines","Police issued",1233,0,0
2024,"WA","All Regions","17-25","speed_fines","Red light camera",778,0,0
2024,"WA","All Regions","17-25","speed_fines","Other",0,0,27
2024,"WA","All Regions","17-25","unlicensed_driving","Not applicable",47,40,373
2024,"ACT","Major Cities of Australia","17-25","mobile_phone_use","Fixed and mobile camera",134,0,0
2024,"ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued",2,0,2
2024,"ACT","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",1,0,2
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",493,0,0
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",184,0,0
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Police issued",62,0,3
2024,"ACT","Major Cities of Australia","17-25","unlicensed_driving","Not applicable",11,2,12
2024,"NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued",46,0,0
2024,"NSW","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",43,0,0
2024,"NSW","Inner Regional Australia","17-25","speed_fines","Police issued",1546,0,6
2024,"NSW","Inner Regional Australia","17-25","unlicensed_driving","Not applicable",49,0,179
2024,"NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued",342,0,7
2024,"NSW","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",90,0,1
2024,"NSW","Major Cities of Australia","17-25","speed_fines","Police issued",2060,0,50
2024,"NSW","Major Cities of Australia","17-25","unlicensed_driving","Not applicable",199,0,515
2024,"NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued",7,0,0
2024,"NSW","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",7,0,1
2024,"NSW","Outer Regional Australia","17-25","speed_fines","Police issued",357,0,3
2024,"NSW","Outer Regional Australia","17-25","unlicensed_driving","Not applicable",12,0,27
2024,"NSW","Remote Australia","17-25","mobile_phone_use","Police issued",1,0,0
2024,"NSW","Remote Australia","17-25","non_wearing_seatbelts","Police issued",0,0,1
2024,"NSW","Remote Australia","17-25","speed_fines","Police issued",37,0,2
2024,"NSW","Remote Australia","17-25","unlicensed_driving","Not applicable",0,0,5
2024,"NSW","All Regions","17-25","mobile_phone_use","Police issued",6,0,0
2024,"NSW","All Regions","17-25","non_wearing_seatbelts","Police issued",2,0,0
2024,"NSW","All Regions","17-25","speed_fines","Police issued",30,0,1
2024,"NSW","All Regions","17-25","unlicensed_driving","Not applicable",3,0,4
2024,"NSW","Very Remote Australia","17-25","speed_fines","Police issued",5,0,0
2024,"NSW","Very Remote Australia","17-25","unlicensed_driving","Not applicable",0,0,2
2024,"NT","All Regions","17-25","mobile_phone_use","Police issued",3,0,0
2024,"NT","All Regions","17-25","non_wearing_seatbelts","Police issued",24,1,24
2024,"NT","All Regions","17-25","speed_fines","Fixed and mobile camera",102,0,0
2024,"NT","All Regions","17-25","speed_fines","Fixed and mobile camera",348,0,0
2024,"NT","All Regions","17-25","speed_fines","Other",0,0,8
2024,"NT","All Regions","17-25","speed_fines","Police issued",103,0,0
2024,"NT","All Regions","17-25","unlicensed_driving","Not applicable",11,16,68
2024,"QLD","All Regions","17-25","mobile_phone_use","Fixed and mobile camera",901,0,0
2024,"QLD","All Regions","17-25","mobile_phone_use","Police issued",48,0,0
2024,"QLD","All Regions","17-25","non_wearing_seatbelts","Fixed and mobile camera",418,0,0
2024,"QLD","All Regions","17-25","non_wearing_seatbelts","Police issued",55,0,0
2024,"QLD","All Regions","17-25","speed_fines","Fixed and mobile camera",2728,0,0
2024,"QLD","All Regions","17-25","speed_fines","Fixed and mobile camera",5093,0,0
2024,"QLD","All Regions","17-25","speed_fines","Police issued",2028,0,0
2024,"QLD","All Regions","17-25","unlicensed_driving","Not applicable",497,0,0
2024,"SA","Inner Regional Australia","17-25","mobile_phone_use","Police issued",2,0,0
2024,"SA","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",2,0,0
2024,"SA","Inner Regional Australia","17-25","speed_fines","Fixed and mobile camera",36,0,0
2024,"SA","Inner Regional Australia","17-25","speed_fines","Fixed and mobile camera",88,0,0
2024,"SA","Inner Regional Australia","17-25","speed_fines","Police issued",183,0,1
2024,"SA","Major Cities of Australia","17-25","mobile_phone_use","Police issued",61,0,0
2024,"SA","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",26,0,0
2024,"SA","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",328,0,0
2024,"SA","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",390,0,0
2024,"SA","Major Cities of Australia","17-25","speed_fines","Police issued",351,0,7
2024,"SA","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",5,0,0
2024,"SA","Outer Regional Australia","17-25","speed_fines","Fixed and mobile camera",20,0,0
2024,"SA","Outer Regional Australia","17-25","speed_fines","Fixed and mobile camera",23,0,0
2024,"SA","Outer Regional Australia","17-25","speed_fines","Police issued",156,0,0
2024,"SA","Remote Australia","17-25","non_wearing_seatbelts","Police issued",1,0,0
2024,"SA","Remote Australia","17-25","speed_fines","Fixed and mobile camera",2,0,0
2024,"SA","Remote Australia","17-25","speed_fines","Police issued",33,0,0
2024,"SA","All Regions","17-25","speed_fines","Police issued",22,0,0
2024,"SA","All Regions","17-25","unlicensed_driving","Not applicable",0,18,51
2024,"SA","Very Remote Australia","17-25","mobile_phone_use","Police issued",1,0,0
2024,"SA","Very Remote Australia","17-25","speed_fines","Police issued",16,0,0
2024,"TAS","All Regions","17-25","mobile_phone_use","Fixed and mobile camera",10,0,0
2024,"TAS","All Regions","17-25","mobile_phone_use","Police issued",25,0,2
2024,"TAS","All Regions","17-25","non_wearing_seatbelts","Fixed and mobile camera",19,0,0
2024,"TAS","All Regions","17-25","non_wearing_seatbelts","Police issued",13,0,2
2024,"TAS","All Regions","17-25","speed_fines","Fixed and mobile camera",482,0,0
2024,"TAS","All Regions","17-25","speed_fines","Police issued",371,0,11
2024,"TAS","All Regions","17-25","unlicensed_driving","Not applicable",6,0,26
2024,"VIC","Inner Regional Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","17-25","mobile_phone_use","Fixed and mobile camera",14,0,0
2024,"VIC","Inner Regional Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",34,0,0
2024,"VIC","Inner Regional Australia","17-25","speed_fines","Fixed and mobile camera",47,0,0
2024,"VIC","Inner Regional Australia","17-25","speed_fines","Fixed and mobile camera",361,0,0
2024,"VIC","Major Cities of Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","17-25","mobile_phone_use","Fixed and mobile camera",134,0,0
2024,"VIC","Major Cities of Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",286,0,0
2024,"VIC","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",2223,0,0
2024,"VIC","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",1666,0,0
2024,"VIC","Outer Regional Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","speed_fines","Fixed and mobile camera",2,0,0
2024,"VIC","Outer Regional Australia","17-25","speed_fines","Fixed and mobile camera",65,0,0
2024,"VIC","Remote Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","mobile_phone_use","Police issued",167,0,0
2024,"VIC","All Regions","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","non_wearing_seatbelts","Police issued",36,0,0
2024,"VIC","All Regions","17-25","speed_fines","Fixed and mobile camera",500,0,0
2024,"VIC","All Regions","17-25","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","speed_fines","Police issued",1162,0,0
2024,"VIC","All Regions","17-25","unlicensed_driving","Not applicable",110,0,0
2024,"WA","All Regions","17-25","mobile_phone_use","Police issued",111,0,0
2024,"WA","All Regions","17-25","mobile_phone_use","Other",0,0,3
2024,"WA","All Regions","17-25","non_wearing_seatbelts","Police issued",73,0,0
2024,"WA","All Regions","17-25","non_wearing_seatbelts","Other",0,0,10
2024,"WA","All Regions","17-25","speed_fines","Police issued",1154,0,0
2024,"WA","All Regions","17-25","speed_fines","Other",0,0,32
2024,"WA","All Regions","17-25","unlicensed_driving","Not applicable",54,35,347
2024,"ACT","Major Cities of Australia","17-25","mobile_phone_use","Fixed and mobile camera",308,0,0
2024,"ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued",5,0,0
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",539,0,0
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",158,0,0
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Police issued",48,0,1
2024,"ACT","Major Cities of Australia","17-25","unlicensed_driving","Not applicable",4,2,16
2024,"NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued",42,0,0
2024,"NSW","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",46,0,0
2024,"NSW","Inner Regional Australia","17-25","speed_fines","Police issued",1762,0,7
2024,"NSW","Inner Regional Australia","17-25","unlicensed_driving","Not applicable",39,0,150
2024,"NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued",342,0,7
2024,"NSW","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",91,0,4
2024,"NSW","Major Cities of Australia","17-25","speed_fines","Police issued",2047,0,27
2024,"NSW","Major Cities of Australia","17-25","unlicensed_driving","Not applicable",212,0,531
2024,"NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued",9,0,0
2024,"NSW","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",23,0,1
2024,"NSW","Outer Regional Australia","17-25","speed_fines","Police issued",400,0,5
2024,"NSW","Outer Regional Australia","17-25","unlicensed_driving","Not applicable",17,0,43
2024,"NSW","Remote Australia","17-25","non_wearing_seatbelts","Police issued",2,0,0
2024,"NSW","Remote Australia","17-25","speed_fines","Police issued",22,0,0
2024,"NSW","Remote Australia","17-25","unlicensed_driving","Not applicable",1,0,7
2024,"NSW","All Regions","17-25","mobile_phone_use","Police issued",1,0,0
2024,"NSW","All Regions","17-25","speed_fines","Police issued",35,0,0
2024,"NSW","All Regions","17-25","unlicensed_driving","Not applicable",2,0,5
2024,"NT","All Regions","17-25","mobile_phone_use","Police issued",9,0,0
2024,"NT","All Regions","17-25","non_wearing_seatbelts","Police issued",10,5,22
2024,"NT","All Regions","17-25","speed_fines","Fixed and mobile camera",79,0,0
2024,"NT","All Regions","17-25","speed_fines","Fixed and mobile camera",367,0,0
2024,"NT","All Regions","17-25","speed_fines","Other",0,1,9
2024,"NT","All Regions","17-25","speed_fines","Police issued",101,0,0
2024,"NT","All Regions","17-25","unlicensed_driving","Not applicable",7,20,64
2024,"QLD","All Regions","17-25","mobile_phone_use","Fixed and mobile camera",872,0,0
2024,"QLD","All Regions","17-25","mobile_phone_use","Police issued",62,0,0
2024,"QLD","All Regions","17-25","non_wearing_seatbelts","Fixed and mobile camera",506,0,0
2024,"QLD","All Regions","17-25","non_wearing_seatbelts","Police issued",76,0,0
2024,"QLD","All Regions","17-25","speed_fines","Fixed and mobile camera",2856,0,0
2024,"QLD","All Regions","17-25","speed_fines","Fixed and mobile camera",5395,0,0
2024,"QLD","All Regions","17-25","speed_fines","Police issued",2316,0,0
2024,"QLD","All Regions","17-25","unlicensed_driving","Not applicable",524,0,0
2024,"SA","Inner Regional Australia","17-25","mobile_phone_use","Police issued",3,0,0
2024,"SA","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",2,0,0
2024,"SA","Inner Regional Australia","17-25","speed_fines","Fixed and mobile camera",40,0,0
2024,"SA","Inner Regional Australia","17-25","speed_fines","Fixed and mobile camera",138,0,0
2024,"SA","Inner Regional Australia","17-25","speed_fines","Police issued",204,1,2
2024,"SA","Major Cities of Australia","17-25","mobile_phone_use","Police issued",44,0,0
2024,"SA","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",17,0,0
2024,"SA","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",406,0,0
2024,"SA","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",472,0,0
2024,"SA","Major Cities of Australia","17-25","speed_fines","Police issued",337,1,5
2024,"SA","Outer Regional Australia","17-25","mobile_phone_use","Police issued",1,0,0
2024,"SA","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",15,0,0
2024,"SA","Outer Regional Australia","17-25","speed_fines","Fixed and mobile camera",21,0,0
2024,"SA","Outer Regional Australia","17-25","speed_fines","Fixed and mobile camera",43,0,0
2024,"SA","Outer Regional Australia","17-25","speed_fines","Police issued",193,0,1
2024,"SA","Remote Australia","17-25","non_wearing_seatbelts","Police issued",3,0,0
2024,"SA","Remote Australia","17-25","speed_fines","Police issued",39,0,0
2024,"SA","All Regions","17-25","mobile_phone_use","Police issued",1,0,0
2024,"SA","All Regions","17-25","non_wearing_seatbelts","Police issued",1,0,0
2024,"SA","All Regions","17-25","speed_fines","Police issued",27,0,0
2024,"SA","All Regions","17-25","unlicensed_driving","Not applicable",0,18,51
2024,"SA","Very Remote Australia","17-25","non_wearing_seatbelts","Police issued",4,0,0
2024,"SA","Very Remote Australia","17-25","speed_fines","Police issued",23,0,0
2024,"TAS","All Regions","17-25","mobile_phone_use","Fixed and mobile camera",11,0,0
2024,"TAS","All Regions","17-25","mobile_phone_use","Police issued",38,0,2
2024,"TAS","All Regions","17-25","non_wearing_seatbelts","Fixed and mobile camera",20,0,0
2024,"TAS","All Regions","17-25","non_wearing_seatbelts","Police issued",8,0,1
2024,"TAS","All Regions","17-25","speed_fines","Fixed and mobile camera",466,0,0
2024,"TAS","All Regions","17-25","speed_fines","Police issued",477,0,10
2024,"TAS","All Regions","17-25","unlicensed_driving","Not applicable",2,1,18
2024,"VIC","Inner Regional Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","17-25","speed_fines","Fixed and mobile camera",7,0,0
2024,"VIC","Inner Regional Australia","17-25","speed_fines","Fixed and mobile camera",17,0,0
2024,"VIC","Major Cities of Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",1,0,0
2024,"VIC","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",110,0,0
2024,"VIC","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",60,0,0
2024,"VIC","Outer Regional Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","speed_fines","Fixed and mobile camera",1,0,0
2024,"VIC","Remote Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","mobile_phone_use","Police issued",14,0,0
2024,"VIC","All Regions","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","non_wearing_seatbelts","Police issued",18,0,0
2024,"VIC","All Regions","17-25","speed_fines","Fixed and mobile camera",23,0,0
2024,"VIC","All Regions","17-25","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","speed_fines","Police issued",408,0,0
2024,"VIC","All Regions","17-25","unlicensed_driving","Not applicable",36,0,0
2024,"WA","All Regions","17-25","mobile_phone_use","Police issued",55,0,0
2024,"WA","All Regions","17-25","mobile_phone_use","Other",0,0,7
2024,"WA","All Regions","17-25","non_wearing_seatbelts","Police issued",17,0,0
2024,"WA","All Regions","17-25","non_wearing_seatbelts","Other",0,4,13
2024,"WA","All Regions","17-25","speed_fines","Police issued",495,0,0
2024,"WA","All Regions","17-25","speed_fines","Other",0,0,35
2024,"WA","All Regions","17-25","unlicensed_driving","Not applicable",22,25,373
2024,"ACT","Major Cities of Australia","17-25","mobile_phone_use","Fixed and mobile camera",286,0,0
2024,"ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued",6,0,0
2024,"ACT","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",3,0,0
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",531,0,0
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",186,0,0
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Police issued",142,1,5
2024,"ACT","Major Cities of Australia","17-25","unlicensed_driving","Not applicable",10,6,20
2024,"NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued",57,0,0
2024,"NSW","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",58,0,3
2024,"NSW","Inner Regional Australia","17-25","speed_fines","Police issued",1405,0,9
2024,"NSW","Inner Regional Australia","17-25","unlicensed_driving","Not applicable",39,0,150
2024,"NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued",402,0,6
2024,"NSW","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",72,0,1
2024,"NSW","Major Cities of Australia","17-25","speed_fines","Police issued",1683,0,33
2024,"NSW","Major Cities of Australia","17-25","unlicensed_driving","Not applicable",237,0,450
2024,"NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued",12,0,0
2024,"NSW","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",11,0,0
2024,"NSW","Outer Regional Australia","17-25","speed_fines","Police issued",338,0,2
2024,"NSW","Outer Regional Australia","17-25","unlicensed_driving","Not applicable",9,0,40
2024,"NSW","Remote Australia","17-25","non_wearing_seatbelts","Police issued",6,0,0
2024,"NSW","Remote Australia","17-25","speed_fines","Police issued",28,0,0
2024,"NSW","Remote Australia","17-25","unlicensed_driving","Not applicable",0,0,6
2024,"NSW","All Regions","17-25","mobile_phone_use","Police issued",19,0,1
2024,"NSW","All Regions","17-25","non_wearing_seatbelts","Police issued",4,0,0
2024,"NSW","All Regions","17-25","speed_fines","Police issued",120,0,1
2024,"NSW","All Regions","17-25","unlicensed_driving","Not applicable",15,0,52
2024,"NSW","Very Remote Australia","17-25","speed_fines","Police issued",3,0,0
2024,"NT","All Regions","17-25","mobile_phone_use","Police issued",1,0,0
2024,"NT","All Regions","17-25","non_wearing_seatbelts","Police issued",8,1,19
2024,"NT","All Regions","17-25","speed_fines","Fixed and mobile camera",83,0,0
2024,"NT","All Regions","17-25","speed_fines","Fixed and mobile camera",271,0,0
2024,"NT","All Regions","17-25","speed_fines","Other",0,0,6
2024,"NT","All Regions","17-25","speed_fines","Police issued",66,0,0
2024,"NT","All Regions","17-25","unlicensed_driving","Not applicable",5,9,64
2024,"QLD","All Regions","17-25","mobile_phone_use","Fixed and mobile camera",679,0,0
2024,"QLD","All Regions","17-25","mobile_phone_use","Police issued",76,0,0
2024,"QLD","All Regions","17-25","non_wearing_seatbelts","Fixed and mobile camera",403,0,0
2024,"QLD","All Regions","17-25","non_wearing_seatbelts","Police issued",74,0,0
2024,"QLD","All Regions","17-25","speed_fines","Fixed and mobile camera",3092,0,0
2024,"QLD","All Regions","17-25","speed_fines","Fixed and mobile camera",5066,0,0
2024,"QLD","All Regions","17-25","speed_fines","Police issued",2385,0,0
2024,"QLD","All Regions","17-25","unlicensed_driving","Not applicable",534,0,0
2024,"SA","Inner Regional Australia","17-25","mobile_phone_use","Police issued",1,0,0
2024,"SA","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",10,0,0
2024,"SA","Inner Regional Australia","17-25","speed_fines","Fixed and mobile camera",44,0,0
2024,"SA","Inner Regional Australia","17-25","speed_fines","Fixed and mobile camera",158,0,0
2024,"SA","Inner Regional Australia","17-25","speed_fines","Police issued",217,0,0
2024,"SA","Major Cities of Australia","17-25","mobile_phone_use","Police issued",45,0,0
2024,"SA","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",19,0,0
2024,"SA","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",377,0,0
2024,"SA","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",524,0,0
2024,"SA","Major Cities of Australia","17-25","speed_fines","Police issued",262,1,4
2024,"SA","Outer Regional Australia","17-25","mobile_phone_use","Police issued",7,0,0
2024,"SA","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",13,0,0
2024,"SA","Outer Regional Australia","17-25","speed_fines","Fixed and mobile camera",29,0,0
2024,"SA","Outer Regional Australia","17-25","speed_fines","Fixed and mobile camera",33,0,0
2024,"SA","Outer Regional Australia","17-25","speed_fines","Police issued",189,0,0
2024,"SA","Remote Australia","17-25","speed_fines","Police issued",32,0,0
2024,"SA","All Regions","17-25","speed_fines","Police issued",14,0,0
2024,"SA","All Regions","17-25","unlicensed_driving","Not applicable",0,16,64
2024,"SA","Very Remote Australia","17-25","speed_fines","Police issued",15,0,0
2024,"TAS","All Regions","17-25","mobile_phone_use","Fixed and mobile camera",9,0,0
2024,"TAS","All Regions","17-25","mobile_phone_use","Police issued",49,0,0
2024,"TAS","All Regions","17-25","non_wearing_seatbelts","Fixed and mobile camera",33,0,0
2024,"TAS","All Regions","17-25","non_wearing_seatbelts","Police issued",9,0,0
2024,"TAS","All Regions","17-25","speed_fines","Fixed and mobile camera",619,0,0
2024,"TAS","All Regions","17-25","speed_fines","Police issued",401,0,9
2024,"TAS","All Regions","17-25","unlicensed_driving","Not applicable",1,0,31
2024,"VIC","Inner Regional Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Inner Regional Australia","17-25","speed_fines","Fixed and mobile camera",8,0,0
2024,"VIC","Inner Regional Australia","17-25","speed_fines","Fixed and mobile camera",10,0,0
2024,"VIC","Major Cities of Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Major Cities of Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",1,0,0
2024,"VIC","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",98,0,0
2024,"VIC","Major Cities of Australia","17-25","speed_fines","Fixed and mobile camera",43,0,0
2024,"VIC","Outer Regional Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Outer Regional Australia","17-25","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","Remote Australia","17-25","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","mobile_phone_use","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","mobile_phone_use","Police issued",22,0,0
2024,"VIC","All Regions","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","non_wearing_seatbelts","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","non_wearing_seatbelts","Police issued",16,0,0
2024,"VIC","All Regions","17-25","speed_fines","Fixed and mobile camera",21,0,0
2024,"VIC","All Regions","17-25","speed_fines","Fixed and mobile camera",0,0,0
2024,"VIC","All Regions","17-25","speed_fines","Police issued",513,0,0
2024,"VIC","All Regions","17-25","unlicensed_driving","Not applicable",43,0,0
2024,"WA","All Regions","17-25","mobile_phone_use","Police issued",1,0,0
2024,"WA","All Regions","17-25","mobile_phone_use","Other",0,0,4
2024,"WA","All Regions","17-25","non_wearing_seatbelts","Police issued",1,0,0
2024,"WA","All Regions","17-25","non_wearing_seatbelts","Other",0,0,9
